experimentId;device_id;motion_tag;userPhoneLocation;timestamp;wifiRssi;wifiOther;wifiName
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-80;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-81;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-83;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-85;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-87;04:bd:88:6f:e6:33, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-82;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-77;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-69;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-69;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-63;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-65;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-67;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-69;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-69;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-69;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-68;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-70;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-66;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-63;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-68;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-65;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-64;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-62;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-63;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-66;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-67;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-67;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-77;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-77;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-82;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-71;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-72;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-73;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-75;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-77;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-76;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-84;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-85;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-84;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-85;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-88;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-88;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-87;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-82;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-74;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-82;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-86;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-86;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1.61614E+12;-85;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-84;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-86;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-85;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-83;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-81;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-80;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-79;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-77;04:bd:88:6f:f5:23, -360;IITiS PAN
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1.61614E+12;-78;04:bd:88:6f:f5:23, -360;IITiS PAN
